type,date,author,latitude,longitude, location,major_event,sentiment,message
mbdata,20140123184130,cminvestments11,,,,spam,neutral,I trust this goodstuff.kronos/links #abilasFinest
mbdata,20140123184130,cminvestments11,,,,spam,neutral,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks
mbdata,20140123184150,KronosQuoth,,,,pok_rally,neutral,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally
mbdata,20140123184150,meds4realz43,,,,spam,neutral,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood"
mbdata,20140123184150,KronosQuoth,,,,pok_rally,positive,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally
mbdata,20140123184200,joyce101,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184210,KronosStar,,,,fire,positive,Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar
mbdata,20140123184210,AbilaFireDept,,,,fire,positive,Abila Fire Department has dispatched two fire trucks to the Dancing?Dolphin apartments at?Achilleos & Madeg #AFD?
mbdata,20140123184210,dangermice,36.059,24.894,,fire,negative,i think the dancin dolphin is on fire!
mbdata,20140123184210,trollingsnark,,,,fire,positive,"Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad"""""
mbdata,20140123184210,SaveOurWildlands,,,,chatter,positive,Inspiring story of four people who made a difference for Kronos wildlands: SOW.kronos/environmentalheros
mbdata,20140123184210,Viktor-E,,,,spam,neutral,Viktor-E performing at Abila coffee houses every Friday this month: Viktor-E.kronos/schedule
ccdata,20140123184210,,,,N. Achilleos St / N. Madeg St,fire,positive,FIRE/MEDICS NEEDED-FIRE TRUCKS #41 AND #57 DISPATCHED TO FIRE
mbdata,20140123184216,KronosQuoth,,,,pok_rally,neutral,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI
mbdata,20140123184216,KronosQuoth,,,,pok_rally,neutral,"Whether you think you can or you think you cant, youre right.  #KronosStar #POKRally"
mbdata,20140123184245,InternationalNews,,,,fire,negative,Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184245,POK,,,,pok_rally,neutral,Join our next POK rally: POK.kronos/events
mbdata,20140123184245,FriendsOfKronos,,,,pok_rally,neutral,dr newman what a joke #POK #terror
ccdata,20140123184245,,,,3455 N. Anntigonou St,pok_rally,negative,DISTURBANCE-NOISE
mbdata,20140123184246,KronosQuoth,,,,pok_rally,positive,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally
mbdata,20140123184300,muppiesRock,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184300,luvMyPants,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184300,vonneka,,,,chatter,neutral,RT @OnlytheTruth Burn Abila burn! Reap the rewards of bowing to foreign capitalist pigs! #burnabila
mbdata,20140123184300,joyce101,,,,pok_rally,neutral,RT @POK Dr. Newman reminds us of how far we've come and how many heroes we've lost. Never forget Elian.
mbdata,20140123184304,NewsOnlineToday,,,,fire,negative,Building fire at Achilleos & Madeg in Abila #NewsOnline
mbdata,20140123184304,GreyCatCollectibles,,,,fire,neutral,Made it out -- no problems. But wish the fire department would get here.
ccdata,20140123184304,,,,N. Mattadou St / N. Anntigonou St,pok_rally,negative,TRAFFIC STOP
mbdata,20140123184309,KronosQuoth,,,,pok_rally,neutral,Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.  #POKRally #HI
ccdata,20140123184321,,,,N. Achilleos St / N. Madeg St,fire,negative,ALL UNITS BROADCAST-BUILDING FIRE
mbdata,20140123184328,redisrad,,,,fire,negative,Yikes - look at that smoke looks like someone's having a big bonfire
mbdata,20140123184328,HerraTomas,,,,fire,negative,"Oh dear, a fire coming through on the scanner #abilawatcher"
ccdata,20140123184328,,,,N. Eira St / N. Sina Way,pok_rally,negative,VANDALISM-REPORT
mbdata,20140123184329,KronosQuoth,,,,pok_rally,neutral,We become what we think about.  #KronosStar #POKRally
mbdata,20140123184345,jaques,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184356,KronosQuoth,,,,pok_rally,neutral,"You can do anything, but not everything.  #POKRally #HI"
mbdata,20140123184356,KronosQuoth,,,,pok_rally,neutral,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI"
mbdata,20140123184356,KronosQuoth,,,,pok_rally,neutral,"Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI"
mbdata,20140123184400,dtennent,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184400,plasticParts,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184400,HomelandIlluminations,,,,fire,positive,Building fire at Achilleos and Madeg. Responders dispatched. #HI
mbdata,20140123184400,martaflores,,,,fire,positive,OMG I think my buidling is on fire!
mbdata,20140123184400,trollingsnark,,,,chatter,neutral,THere we go! Bring out the instruments of governmental oppression.
ccdata,20140123184400,,,,N. Achilleos St / N. Madeg St,fire,neutral,POLICE NEEDED-POLICE UNITS #101 AND #220 DISPATCHED TO FIRE
mbdata,20140123184401,AbilaPost,,,,fire,positive,Police and Fire units have been dispatched to Achilleos and Madeg in response to a fire #AbilaPost
mbdata,20140123184410,rrWine,,,,fire,positive,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar
mbdata,20140123184410,dolls4sale,,,,fire,positive,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar
mbdata,20140123184410,vonneka,,,,fire,negative,"RT @trollingsnark Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad"""""
mbdata,20140123184420,KronosQuoth,,,,pok_rally,neutral,"When in doubt, punt!  #KronosStar #POKRally"
mbdata,20140123184420,KronosQuoth,,,,pok_rally,neutral,Either write something worth reading or do something worth writing.  #KronosStar #POKRally
mbdata,20140123184422,KronosStar,,,,fire,positive,Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar
mbdata,20140123184422,CentralBulletin,,,,fire,negative,building fire reported in east Abila police and fire dispatched #Abila #CentralBulletin
mbdata,20140123184441,trollingsnark,,,,pok_rally,neutral,Wouldn't be surprised if this is just to distract us from the POK rally.
mbdata,20140123184441,AbilaPost,,,,pok_rally,neutral,Dr. Newman wraps up her speech #POKrally #AbilaPost
mbdata,20140123184441,anaregents,,,,pok_rally,neutral,Dr. Newman says we have the powr to make change.? Join us! #POK
ccdata,20140123184441,,,,2112 N. Aveny St,hit_and_run,positive,ALARM-SECURE NO CRIME
mbdata,20140123184443,KronosQuoth,,,,pok_rally,neutral,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally"
mbdata,20140123184443,cheapgoods998,,,,spam,neutral,I recommend this site #abila dates.kronos/clickhere
mbdata,20140123184445,slamrjamr,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184445,henri,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184445,wiseWords,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184445,sarajane,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184500,worldWatcher,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184500,BlueVelvet,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184500,dtennent,,,,fire,negative,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI
mbdata,20140123184500,dtennent,,,,fire,negative,"RT @trollingsnark Look at that, another fire and nobody seems to care #apathetic"
mbdata,20140123184500,jaques,,,,chatter,neutral,RT @SaveOurWildlands Climate change is the greatest threat of our generation.  Act now or suffer the consequences: SOW.kronos/climatechange
mbdata,20140123184500,ninjabob,,,,fire,positive,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI
mbdata,20140123184500,InternationalNews,,,,fire,negative,Continuing fire at the Dancing Dolphin apartment #Abila #IntNews
mbdata,20140123184500,AbilaPost,,,,fire,neutral,The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost
mbdata,20140123184500,HomelandIlluminations,,,,fire,positive,Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI
mbdata,20140123184500,martaflores,,,,fire,negative,Help me! I can't get out!
mbdata,20140123184500,dangermice,36.059,24.894,,fire,positive,Fire trucks are arriving at the dancing dolphin #abilaFire
mbdata,20140123184500,yomamma,,,,fire,neutral,Somethings going on across the street - dogs are going crazy
mbdata,20140123184500,HerraTomas,,,,fire,positive,"Good, go AFD! Thank you for your serivice"
mbdata,20140123184500,POK,,,,chatter,neutral,BREAKING NEWS: toxic waste spill in Tethys!: youtube.kronos/DT83neln
mbdata,20140123184500,SaveOurWildlands,,,,spam,neutral,How to set up a home recycling program: SOW.kronos/recycle
mbdata,20140123184500,truthforcadau,36.051,24.854,,pok_rally,neutral,"very inspiring speech from Dr Newman ""you can make a differnece, together you can make change"" #POKRallyinthepark"
mbdata,20140123184500,FriendsOfKronos,,,,pok_rally,neutral,thanks for ending your terrorist propaganda doc #POK #terror
mbdata,20140123184500,Officia1AbilaPost,,,,fire,negative,#AbilaFire - Mass casualties reported. smad.co.kronos/b39x02r
mbdata,20140123184507,KronosQuoth,,,,pok_rally,neutral,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI
mbdata,20140123184507,KronosQuoth,,,,pok_rally,neutral,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI
mbdata,20140123184507,KronosQuoth,,,,pok_rally,neutral,Every strike brings me closer to the next home run.  #KronosStar #POKRally
mbdata,20140123184507,Clevvah4Evah,,,,pok_rally,neutral,Serving filay minion tonite #POK #Rally #Grammar
mbdata,20140123184522,wireHead1122,,,,fire,positive,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar
mbdata,20140123184522,dolls4sale,,,,fire,positive,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar
mbdata,20140123184522,CentralBulletin,,,,fire,positive,Dancing Dolphin apartment complex identified as location of Abila fire #Abila #CentralBulletin
mbdata,20140123184522,HomelandIlluminations,,,,fire,negative,Smoke from first two floors of Dancing Dolphin apartments. Fire officials on site. #HI
mbdata,20140123184522,redisrad,,,,fire,negative,Buildings on fire down the street #gladitsnotmyhouse
mbdata,20140123184522,OnlytheTruth,,,,fire,negative,FIRE FIRE FIRE!! YESSSSS! #burnabilaburn
mbdata,20140123184522,POK,,,,chatter,neutral,Up next: Local Band Viktor-E plays your favorites!
mbdata,20140123184522,Viktor-E,,,,chatter,neutral,Viktor-E sings 'Stand Up Speak Up'. Sing along! lyrics available on your mobile device at Viktor-E.kronos/ourmusic/standupspeakup
ccdata,20140123184522,,,,5066 N. Berlau St,hit_and_run,neutral,TRAFFIC STOP
mbdata,20140123184528,teresaJ,,,,fire,negative,"RT @HerraTomas Oh dear, a fire coming through on the scanner #abilawatcher"
mbdata,20140123184531,KronosStar,,,,fire,negative,Smoke is coming from the windows of the second floor of the Dancing Dolphin apartments. #KronosStar
mbdata,20140123184531,HomelandIlluminations,,,,fire,negative,Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI
mbdata,20140123184531,OnlytheTruth,,,,fire,negative,OMGWTFBBQ!!!!
mbdata,20140123184532,NewsOnlineToday,,,,fire,negative,Flames visible from the second floor at the Dancing Dolphin Apartments in Abila #NewsOnline
mbdata,20140123184532,trollingsnark,,,,chatter,neutral,Did someone just tweet for help? Obviously an actor #falseflag
mbdata,20140123184532,writinLazy,,,,chatter,neutral,Anyone know about the Dancing Dolphin Apts - looking at a place there #aptSearch
mbdata,20140123184532,POK,,,,pok_rally,neutral,Sylvia thanks Dr. Newman for being a park of this important day for the POK.
mbdata,20140123184532,FriendsOfKronos,,,,pok_rally,neutral,#APD should be arresting everyone that has spoken today starting with Sylvia Marek #POK
mbdata,20140123184538,KronosQuoth,,,,pok_rally,neutral,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI"
mbdata,20140123184538,KronosQuoth,,,,pok_rally,neutral,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally
mbdata,20140123184538,KronosQuoth,,,,pok_rally,neutral,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI
mbdata,20140123184538,KronosQuoth,,,,pok_rally,neutral,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally
mbdata,20140123184545,ninjabob,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184545,rnbwBrite,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184545,sarajane,,,,fire,negative,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews
mbdata,20140123184547,AbilaPost,,,,fire,negative,second floor of six?of the Dancing Dolphin appears engulfed in flames #AbilaPost
mbdata,20140123184547,hempRules,,,,fire,negative,Wow thats intense. #fire
mbdata,20140123184547,maha_Homeland,,,,chatter,neutral,Dr. Newman conclused her remarks. Viktor-E set to return to the stage.
ccdata,20140123184547,,,,N/A,fire,neutral,INCOMPLETE CALL FOR POLICE
mbdata,20140123184600,slamrjamr,,,,fire,positive,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI
mbdata,20140123184600,dragonRider1,,,,fire,positive,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI
mbdata,20140123184600,zengardener,,,,fire,positive,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI
